,university,career,inscription_date,first_name,last_name,gender,birth_date,age,postal_code,location,email
497,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,21/Jan/03,Jonathan-smith,,M,95/Apr/24,,,Grutly,Scottkurt@gmail.com
498,-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,20/Dec/04,Tracey-moore,,F,65/Nov/05,,,Longchamps,Carolinemccall@gmail.com
499,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Dec/09,Lynn-reed,,F,07/Mar/17,,,Acerillos,Krystaldixon@gmail.com
500,-universidad-abierta-interamericana,Ingeniería-mecánica,20/Dec/13,Vincent-valdez,,M,09/Aug/07,,,Agua-colorada,Brownjeffrey@gmail.com
501,-universidad-abierta-interamericana,Agronomía,21/Jan/12,Kyle-cardenas,,M,84/Sep/02,,,Colonia-abate,Cabbott@hotmail.com
502,-universidad-abierta-interamericana,Licenciatura-en-terapia-ocupacional,20/Sep/16,Christopher-fox,,M,16/Aug/11,,,20-de-febrero,Richardcoleman@yahoo.com
503,-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Sep/22,Erin-rodriguez,,F,78/Apr/05,,,La-tranca,Uthomas@hotmail.com
504,-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Dec/11,James-ramos,,M,04/Jul/21,,,Cortaderas,Joseph20@yahoo.com
505,-universidad-abierta-interamericana,Actuario-,20/Oct/03,Michelle-wilson,,F,51/Aug/07,,,Barrio-el-tontal,Gnewton@hotmail.com
506,-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Oct/17,Robyn-terrell,,F,03/Feb/07,,,Alto-jaguel,Dawn14@yahoo.com
507,-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,20/Nov/02,Tyler-lamb,,M,14/Jul/03,,,9-de-julio,Kingtracy@yahoo.com
508,-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,20/Nov/30,Samantha-green,,F,16/Mar/29,,,B-los-aromos-san-patricio,Rick81@hotmail.com
509,-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,21/Jan/05,Andrew-johnson,,M,11/Feb/18,,,Granadero-baigorria,Smallvanessa@yahoo.com
510,-universidad-abierta-interamericana,Medicina,21/Jan/01,Chris-lester,,M,35/Dec/19,,,Cascada,Moonvictoria@hotmail.com
511,-universidad-abierta-interamericana,Actuario-,20/Dec/18,Joshua-houston,,M,82/Jul/30,,,Coronel-pringles,Teresa54@hotmail.com
512,-universidad-abierta-interamericana,Diseño-industrial,20/Dec/02,Yolanda-terrell,,F,17/Jan/24,,,Otto-bemberg,Katrinasutton@yahoo.com
513,-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Oct/07,Donna-warner,,F,82/Aug/01,,,Colonia-bombal-y-tabanera,Lopezjon@gmail.com
514,-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,21/Jan/29,Matthew-steele,,M,10/Apr/24,,,Desvio-kilometro-234,John94@hotmail.com
515,-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,20/Sep/08,Stephanie-ramirez,,F,76/Oct/07,,,Balcosna,Lori85@hotmail.com
516,-universidad-abierta-interamericana,Licenciatura-en-psicología,21/Jan/18,Laura-frey,,F,26/Oct/25,,,Diamante,Teresastevens@yahoo.com
517,-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,20/Oct/21,Nicole-warren,,F,08/Jul/25,,,Capihuas,Derrickarmstrong@yahoo.com
518,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Oct/21,Joshua-cordova,,M,18/Feb/06,,,Aldea-san-antonio,Jason55@hotmail.com
519,-universidad-abierta-interamericana,Medicina,21/Jan/11,Jason-hunt,,M,29/Sep/06,,,Emilio-lamarca,Nosborn@gmail.com
520,-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,20/Nov/17,Thomas-rodriguez,,M,52/Sep/04,,,Kilometro-184,Lindseyphillips@hotmail.com
521,-universidad-abierta-interamericana,Ciencias-veterinarias,21/Jan/01,Rodney-diaz,,M,15/Nov/11,,,Gobernador-benegas,Rhondahall@gmail.com
522,-universidad-abierta-interamericana,Diseño-industrial,20/Oct/17,Robert-chen,,M,90/Dec/10,,,Meson-de-fierro,Andreanichols@hotmail.com
523,-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Sep/17,Sherry-williams,,F,07/May/16,,,Belgrano,Lindacummings@yahoo.com
524,-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,20/Nov/17,Angelica-alvarado,,F,72/Oct/16,,,Agua-de-castilla,Williamsvanessa@yahoo.com
525,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Oct/01,Ann-allen,,F,78/Oct/07,,,17-de-agosto,Marybrown@yahoo.com
526,-universidad-abierta-interamericana,Licenciatura-en-terapia-ocupacional,20/Oct/15,Mrs.-dana-fischer,,F,76/Jun/03,,,Centinela,Xadams@hotmail.com
527,-universidad-abierta-interamericana,Ingeniería-mecánica,20/Nov/26,Amber-hamilton,,F,83/Mar/08,,,Amuschina,Gregoryhughes@hotmail.com
528,-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,20/Dec/28,Robert-schwartz,,M,97/Mar/10,,,Glew,Harrisonmatthew@yahoo.com
529,-universidad-abierta-interamericana,Agronomía,20/Nov/23,Patrick-murray,,M,29/Jun/07,,,La-chilca,Jennifer21@yahoo.com
530,-universidad-abierta-interamericana,Contador-público-,20/Sep/24,Cathy-carrillo,,F,06/Feb/03,,,Asturias,Randy46@hotmail.com
531,-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,20/Sep/02,Dustin-kelly,,M,92/Oct/19,,,Lomas-del-mirador,Rachel26@yahoo.com
532,-universidad-abierta-interamericana,Licenciatura-en-artes,20/Oct/01,Jordan-woods,,M,85/Mar/29,,,Colonia-abate,Brandoncastillo@hotmail.com
533,-universidad-abierta-interamericana,Bioquímica,20/Dec/20,Paula-barnes,,F,36/Jan/29,,,La-querencia,Davidlisa@yahoo.com
534,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Sep/08,Marcus-russell,,M,92/Mar/10,,,Valentin-alsina,Yvonnewolfe@yahoo.com
535,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Dec/09,Brian-richards,,M,87/Jul/08,,,Ingeniero-balbin,Gabrieljones@gmail.com
536,-universidad-abierta-interamericana,Actuario-,20/Dec/09,Jason-obrien,,M,60/Mar/14,,,Altona,Sherrishaw@hotmail.com
537,-universidad-abierta-interamericana,Ingeniería-mecánica,20/Sep/18,Stephanie-lewis,,F,45/Aug/02,,,Agote,Thensley@hotmail.com
538,-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Dec/14,Renee-frost,,F,44/Jan/28,,,Bagual,Jacquelinejohnson@hotmail.com
539,-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Nov/20,Phillip-gutierrez,,M,77/Dec/21,,,Colonia-baron,Palmertiffany@yahoo.com
540,-universidad-abierta-interamericana,Farmacia,21/Jan/10,Sara-parker,,F,29/Dec/11,,,Gobernador-duval,William27@gmail.com
541,-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Sep/17,Samuel-pierce,,M,67/Oct/27,,,Barrientos,Moorekaitlyn@hotmail.com
542,-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,21/Jan/19,Joshua-lane,,M,15/Feb/05,,,Colonia-cunci,Randyjoseph@gmail.com
543,-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Nov/16,Brian-sanchez,,M,68/Nov/21,,,Alto-del-puesto,Williamschristine@gmail.com
544,-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,20/Oct/25,Felicia-simon,,F,10/Jan/14,,,Bajo-de-los-huesos,Tiffany74@yahoo.com
545,-universidad-abierta-interamericana,Ingeniería-electrónica,20/Sep/26,Debra-smith,,F,06/Jun/06,,,Caminera-samborombon,Darrell04@gmail.com
546,-universidad-abierta-interamericana,Ingeniería-electrónica,20/Oct/07,Morgan-barrera,,F,97/Oct/01,,,Armstrong,Moondaniel@hotmail.com
547,-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Dec/11,Richard-strong,,M,95/Dec/10,,,Arroyo-quillen,Reginaespinoza@hotmail.com
548,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,21/Jan/19,Dawn-weaver,,F,20/Jan/17,,,Alagon,Hrichards@hotmail.com
549,-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,20/Dec/13,Eric-harrison,,M,05/Feb/05,,,Arroyo-de-la-cruz,Cabrerajoel@yahoo.com
550,-universidad-abierta-interamericana,Ingeniería-mecánica,20/Oct/13,Rachel-brown,,F,64/Jul/11,,,Albarracin,Kaylabrown@hotmail.com
551,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Sep/18,Hannah-williamson,,F,85/Apr/13,,,Alongo,Gallagherluis@hotmail.com
552,-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,21/Jan/09,Justin-harmon,,M,18/Jun/08,,,Aparzo,Robert87@gmail.com
553,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Dec/31,Christopher-woods,,M,61/Apr/12,,,La-florencia,Epeters@hotmail.com
554,-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,20/Nov/08,Allison-hughes,,F,77/May/30,,,Colonia-devoto,Flopez@hotmail.com
555,-universidad-abierta-interamericana,Bioquímica,20/Dec/17,Neil-mueller,,M,16/Sep/06,,,Cabaña-el-cisne,Carrolljoseph@gmail.com
556,-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,20/Dec/13,Justin-rocha,,M,15/Feb/17,,,9-de-julio,Qsmith@yahoo.com
557,-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,20/Nov/16,David-gill,,M,81/Jun/25,,,Claypole,Hernandezkevin@yahoo.com
558,-universidad-abierta-interamericana,Diseño-industrial,20/Dec/24,Jacob-hughes,,M,81/Jun/07,,,Arroyo-manganga,Nmorgan@gmail.com
559,-universidad-abierta-interamericana,Licenciatura-en-administración-,20/Dec/06,Caleb-evans,,M,49/Apr/10,,,Colonia-hernandarias,Jasonwalker@yahoo.com
560,-universidad-abierta-interamericana,Arquitectura,20/Sep/26,Justin-carr,,M,99/Apr/27,,,Barrio-indio-trompa,Hayden55@yahoo.com
561,-universidad-abierta-interamericana,Contador-público-,20/Nov/06,Jamie-williamson,,F,79/Apr/22,,,Berisso,Francopatricia@gmail.com
562,-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,20/Nov/18,Jennifer-banks,,F,11/Aug/07,,,Buena-vista,Vmullins@hotmail.com
563,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,20/Sep/28,Melissa-davis,,F,76/Feb/18,,,Bajo-grande,Jonathanhart@yahoo.com
564,-universidad-abierta-interamericana,Farmacia,20/Nov/24,Cristina-dalton,,F,41/Jan/08,,,Agua-hedionda,Randall14@hotmail.com
565,-universidad-abierta-interamericana,Medicina,20/Sep/11,April-gilbert,,F,18/Jun/02,,,Caracoles,Hdudley@gmail.com
566,-universidad-abierta-interamericana,Ingeniería-electrónica,21/Jan/22,Teresa-leach,,F,41/Mar/20,,,El-carmen,Sarah44@hotmail.com
567,-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,20/Dec/16,Douglas-sanders,,M,07/Sep/16,,,Arroyo-hondo,Ogreer@gmail.com
568,-universidad-abierta-interamericana,Agronomía,20/Sep/09,Matthew-wheeler,,M,69/Nov/03,,,Cervantes,Vgonzales@gmail.com
569,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,20/Sep/10,Dan-wu,,M,95/Jul/24,,,Campo-las-puertas,Bryanreyes@yahoo.com
570,-universidad-abierta-interamericana,Ciencias-veterinarias,20/Sep/30,Stephanie-watson,,F,55/Dec/26,,,Barrio-villa-cordoba,Simpsonbrenda@yahoo.com
571,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,21/Jan/28,Jared-kidd,,M,22/Sep/11,,,Alto-de-las-plumas,Latoya97@hotmail.com
572,-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,21/Jan/21,Daniel-robinson,,M,44/May/19,,,Gobernador-roca,Mhuynh@yahoo.com
573,-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Sep/28,Timothy-reed,,M,24/Jan/25,,,Cañadon-seco,Sherryrodriguez@gmail.com
574,-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,20/Dec/31,Luke-dixon,,M,59/Aug/19,,,Chacras-viejas,Schaeferkaren@gmail.com
575,-universidad-abierta-interamericana,Ciencias-veterinarias,20/Dec/01,Robert-eaton,,M,11/Apr/17,,,Colonia-matilde,Jonathanchandler@hotmail.com
576,-universidad-abierta-interamericana,Ingeniería-en-informática,21/Jan/24,Dawn-mayer,,F,96/Feb/28,,,Cuartel-vii,Jennifer74@yahoo.com
577,-universidad-abierta-interamericana,Ingeniería-en-informática,20/Dec/23,Julian-stephenson,,M,84/Oct/10,,,Campo-horquesco,Danielle11@yahoo.com
578,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,21/Jan/23,Nancy-thomas,,F,42/Feb/02,,,Barcena,Ugarrison@yahoo.com
579,-universidad-abierta-interamericana,Licenciatura-en-sociología-,21/Jan/18,Cynthia-lloyd,,F,13/Aug/31,,,Alpachiri,David65@gmail.com
580,-universidad-abierta-interamericana,Actuario-,20/Nov/21,Lisa-wise,,F,06/Mar/04,,,Avena,Sean77@yahoo.com
581,-universidad-abierta-interamericana,Medicina,20/Sep/25,Sheri-king,,F,71/Jun/16,,,Pazos-kanki,Steven02@hotmail.com
582,-universidad-abierta-interamericana,Ingeniería-en-informática,20/Dec/04,Kevin-burke,,M,01/Dec/29,,,Empalme,Swang@yahoo.com
583,-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,20/Oct/24,Joseph-martin,,M,66/Feb/14,,,Ciudad-jardin-del-palomar,Thill@yahoo.com
584,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Oct/10,Lindsey-stanley,,F,86/May/29,,,Jose-maria-blanco,Kelleyteresa@hotmail.com
585,-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Nov/26,Jeremy-villegas,,M,48/Nov/02,,,El-dique,Yatespaula@gmail.com
586,-universidad-abierta-interamericana,Medicina,20/Nov/15,Jason-chavez,,M,54/Jun/21,,,Altona,Wharris@gmail.com
587,-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,20/Nov/12,Julie-stephenson,,F,55/Apr/20,,,Chancay,Bridget71@yahoo.com
588,-universidad-abierta-interamericana,Licenciatura-en-psicología,20/Sep/05,Alicia-cervantes,,F,15/Sep/15,,,Colonia-dos-rosas-y-la-legua,Vmolina@yahoo.com
589,-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Nov/14,Brenda-burnett,,F,09/May/03,,,Gobernador-moyano,Evansalex@yahoo.com
590,-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,20/Dec/08,Krista-ray,,F,69/Jan/11,,,Alta-italia,Wmejia@yahoo.com
591,-universidad-abierta-interamericana,Contador-público-,20/Sep/12,Monica-davis,,F,16/Mar/30,,,Lomas-del-rio-lujan,Andrea64@gmail.com
592,-universidad-abierta-interamericana,Licenciatura-en-artes,20/Sep/14,Erica-kim,,F,73/May/07,,,Bosques,Vdecker@hotmail.com
593,-universidad-abierta-interamericana,Ingeniería-electrónica,21/Jan/21,Amanda-ryan,,F,14/Sep/07,,,Isidro-casanova,Ruiztodd@hotmail.com
594,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Sep/16,Christine-mills,,F,43/Apr/12,,,Drabble,Ispencer@yahoo.com
595,-universidad-abierta-interamericana,Licenciatura-en-administración-,20/Nov/11,Alexis-peck,,F,87/Nov/17,,,Gobernador-crespo,Sheilanash@hotmail.com
596,-universidad-abierta-interamericana,Bioquímica,20/Dec/16,Bethany-johnson,,F,97/Mar/04,,,Villa-santos-tesei,Brandon33@hotmail.com
597,-universidad-abierta-interamericana,Contador-público-,20/Oct/01,April-george,,F,10/Nov/10,,,Los-polvorines,Xjohnson@gmail.com
598,-universidad-abierta-interamericana,Agronomía,20/Dec/08,Yvonne-ramsey-dvm,,F,75/Dec/24,,,Ireneo-portela,Jacquelinemckee@hotmail.com
599,-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,20/Dec/30,Matthew-stone,,M,65/Jul/05,,,Campo-rodriguez,Jgarcia@yahoo.com
600,-universidad-abierta-interamericana,Ciencias-veterinarias,20/Sep/20,Greg-wolf,,M,12/Sep/02,,,Aldea-beleiro,Johnhughes@hotmail.com
601,-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Nov/23,Christopher-may,,M,42/Mar/11,,,Capiovi,Sarahrogers@hotmail.com
602,-universidad-abierta-interamericana,Actuario-,20/Nov/01,Tina-harris,,F,92/Nov/07,,,Planicie-banderita,Mercerbenjamin@yahoo.com
603,-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,20/Sep/12,Michelle-nguyen,,F,07/Feb/03,,,Baigorrita,Bakernicole@gmail.com
604,-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,20/Dec/31,Sara-stark,,F,63/Aug/12,,,Campo-ubajo,Fgilmore@yahoo.com
605,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Dec/31,Colleen-kane,,F,53/Aug/24,,,Armstrong,Byrdrebecca@hotmail.com
606,-universidad-abierta-interamericana,Contador-público-,20/Sep/06,Melanie-french,,F,43/Sep/04,,,Cafferata,Taylorrandy@hotmail.com
607,-universidad-abierta-interamericana,Ingeniería-mecánica,20/Sep/12,Morgan-miller,,F,26/Nov/29,,,Antelo,Nsmith@gmail.com
608,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,21/Jan/23,Melissa-lloyd,,F,17/Apr/13,,,Clason,Xwhite@yahoo.com
609,-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,20/Dec/15,Scott-gomez,,M,06/Jan/19,,,Colman,Angela86@hotmail.com
610,-universidad-abierta-interamericana,Bioquímica,20/Sep/23,Pamela-daniels,,F,34/Apr/19,,,Isla-grande,Alexissmith@hotmail.com
611,-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,21/Jan/21,Joseph-mullen,,M,83/Mar/08,,,Balsa,David60@hotmail.com
612,-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,20/Oct/10,Lisa-holmes,,F,42/Jan/22,,,Comodoro-rivadavia,Foneal@yahoo.com
613,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Dec/14,Crystal-wu,,F,42/Dec/31,,,Wheelwright,Brad32@yahoo.com
614,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Sep/08,Breanna-jones,,F,68/Mar/25,,,Cevil-grande,Wellsemily@yahoo.com
615,-universidad-abierta-interamericana,Licenciatura-en-terapia-ocupacional,20/Dec/18,Peter-thompson,,M,49/Aug/30,,,Caracoles,Johnsonsarah@gmail.com
616,-universidad-abierta-interamericana,Farmacia,20/Nov/27,Crystal-martinez,,F,70/Aug/13,,,Agua-los-matos,Williamscarly@yahoo.com
617,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Dec/05,Robert-flores,,M,63/Jul/05,,,Saladillo-norte,Howardkyle@gmail.com
618,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,20/Nov/18,Carl-patel,,M,90/Jan/09,,,Cushamen,Xgomez@gmail.com
619,-universidad-abierta-interamericana,Medicina,21/Jan/28,Emily-franklin,,F,12/Jun/19,,,Anguil,Xburke@yahoo.com
620,-universidad-abierta-interamericana,Medicina,20/Dec/23,Joseph-patterson,,M,98/Jun/01,,,El-trebol,Kerrpatricia@yahoo.com
621,-universidad-abierta-interamericana,Ciencias-veterinarias,20/Dec/26,Troy-johnston,,M,30/Jul/13,,,Bahia-langara,Wsmith@yahoo.com
622,-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Sep/06,Luis-rodriguez,,M,46/Dec/25,,,Calera-la-norma,Nhoward@hotmail.com
623,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Oct/01,Mr.-christopher-hoffman,,M,63/Jun/21,,,Carlos-keen,Stevensadam@gmail.com
624,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Sep/29,Anna-santana,,F,54/Oct/14,,,Cañadon-ferrais,Tinahill@hotmail.com
625,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Dec/31,Ryan-hogan-dds,,M,24/Jun/23,,,Candioti,Henrydavid@hotmail.com
626,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Sep/23,Tyler-fisher,,M,90/Jan/25,,,Abbott,Harrisdavid@yahoo.com
627,-universidad-abierta-interamericana,Ingeniería-mecánica,21/Jan/27,Robert-martin,,M,13/Jun/21,,,Aromos,Tfleming@yahoo.com
628,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Dec/10,Scott-sloan,,M,20/Jan/11,,,Barrio-chapadmalal,Isloan@hotmail.com
629,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Nov/20,Brian-andrews,,M,06/Jan/09,,,Piamonte,Jessica24@hotmail.com
630,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,21/Jan/09,Charlene-salas,,F,60/Aug/21,,,Barranqueras,Martinantonio@yahoo.com
631,-universidad-abierta-interamericana,Licenciatura-en-artes,20/Dec/04,Christopher-martin,,M,31/Feb/22,,,Calera-argentina,Jsoto@gmail.com
632,-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,21/Jan/16,Kimberly-patterson,,F,39/Feb/03,,,Sundblad,Hmunoz@yahoo.com
633,-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,20/Sep/25,Mitchell-reed,,M,03/Jan/27,,,Alto-pencoso,Michael46@hotmail.com
634,-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Dec/15,Jay-russo,,M,65/Nov/21,,,Laguna-del-barro,Genehale@yahoo.com
635,-universidad-abierta-interamericana,Ciencias-veterinarias,20/Nov/17,John-little,,M,52/Jul/28,,,Cabreria,Fbean@gmail.com
636,-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,20/Nov/16,Lisa-knapp,,F,91/Jan/12,,,Gorchs,Armstrongdavid@yahoo.com
637,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,20/Oct/08,Jeffrey-ellis,,M,86/Jul/05,,,El-horno,Carolyncampbell@hotmail.com
638,-universidad-abierta-interamericana,Agronomía,21/Jan/22,Crystal-mora,,F,48/Mar/22,,,Florentino-ameghino,Trevorwalker@hotmail.com
639,-universidad-abierta-interamericana,Licenciatura-en-artes,21/Jan/12,Kelly-rodriguez,,F,61/Feb/19,,,Campo-caretto,Kwoodard@hotmail.com
640,-universidad-abierta-interamericana,Ingeniería-electrónica,20/Dec/20,Carly-hill-md,,F,33/Oct/06,,,Los-laureles,Kwilson@yahoo.com
641,-universidad-abierta-interamericana,Licenciatura-en-artes,20/Dec/14,Lisa-young,,F,51/Dec/02,,,Argentina-belvedere,Medinahannah@gmail.com
642,-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,20/Sep/19,Stacy-leach,,F,56/Mar/01,,,Cañadon-del-toro,Leslieayala@yahoo.com
643,-universidad-abierta-interamericana,Licenciatura-en-administración-,20/Sep/28,Dr.-wendy-perez,,F,17/Apr/23,,,El-brete,Jason80@hotmail.com
644,-universidad-abierta-interamericana,Licenciatura-en-artes,20/Nov/29,Brian-murillo,,M,05/Dec/28,,,Independencia,Martindennis@hotmail.com
645,-universidad-abierta-interamericana,Agronomía,20/Nov/21,Andrea-ruiz,,F,11/Jan/06,,,Calderon,Murphystacy@gmail.com
646,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Dec/26,Sean-white,,M,17/Apr/15,,,Barrio-batan,Ramirezbilly@hotmail.com
647,-universidad-abierta-interamericana,Medicina,20/Dec/31,Allen-bright,,M,81/Apr/29,,,Banda-florida,Martinezcody@hotmail.com
648,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Nov/11,Robert-powell,,M,18/May/18,,,Campo-medina,Jorgesmith@gmail.com
649,-universidad-abierta-interamericana,Licenciatura-en-psicología,20/Oct/28,Lucas-hensley,,M,43/Sep/26,,,Campo-quirno,Elizabethsmith@yahoo.com
650,-universidad-abierta-interamericana,Actuario-,20/Dec/29,Michael-ho,,M,07/Sep/09,,,Colonia-los-zapallos,Bschroeder@yahoo.com
651,-universidad-abierta-interamericana,Farmacia,20/Nov/14,Joseph-bennett,,M,83/Jan/05,,,Hospital-necochea,Barretterin@yahoo.com
652,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Sep/05,Edwin-long,,M,89/May/19,,,Alegre,Timothyjohnson@gmail.com
653,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,21/Jan/03,Joseph-baxter,,M,08/Oct/06,,,Agua-de-castilla,Mbrown@yahoo.com
654,-universidad-abierta-interamericana,Medicina,20/Sep/03,John-williams,,M,85/Apr/02,,,Acassuso,Andersonpenny@gmail.com
655,-universidad-abierta-interamericana,Ciencias-veterinarias,20/Oct/14,Stephanie-rogers,,F,19/Jun/21,,,Claudio-c-molina,Zcross@yahoo.com
656,-universidad-abierta-interamericana,Arquitectura,20/Nov/15,Kimberly-hughes,,F,24/Feb/05,,,Agustin-mosconi,Rubenclark@yahoo.com
657,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Dec/17,Bobby-stewart,,M,75/Jul/08,,,Abra,Michelle60@gmail.com
658,-universidad-abierta-interamericana,Ciencias-veterinarias,20/Nov/24,Ryan-perez,,M,64/Jan/23,,,San-pedro-de-iruya,Lynnmatthew@gmail.com
659,-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Nov/30,Donna-parker,,F,12/May/25,,,Baradero,Reedmelanie@hotmail.com
660,-universidad-abierta-interamericana,Bioquímica,20/Oct/09,Elizabeth-barnes,,F,05/Dec/29,,,Alfaland,Gparrish@gmail.com
661,-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,20/Nov/18,Scott-brooks,,M,36/May/05,,,Kilometro-112,Benjaminelliott@yahoo.com
662,-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,21/Jan/19,Jacob-mckay,,M,28/Feb/11,,,Caichue,Patriciawilson@yahoo.com
663,-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,20/Nov/29,Christina-rocha,,F,16/Oct/08,,,Gobernador-crespo,Robinsonthomas@yahoo.com
664,-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Nov/16,Amanda-cunningham,,F,81/Jul/18,,,Bustamante,Fosterjennifer@hotmail.com
665,-universidad-abierta-interamericana,Actuario-,20/Oct/29,Elizabeth-glover,,F,19/Mar/07,,,Barrio-don-santiago,Patricialong@yahoo.com
666,-universidad-abierta-interamericana,Ciencias-veterinarias,20/Sep/25,Wanda-bennett,,F,16/Aug/17,,,Gaboto,Lindahernandez@hotmail.com
